"Species","Plot","Subplot","Treat.Code","Year","Date","flo.a","flo.b","flo.c","avg.flo","sd.flo","n.ind","avg.seed.inf","n.seed.ind","cov.g","p.viable"
"Clarkia purpurea",93,"No Grass","D",2016,2016-05-20,0,0,3,1,0,3,9,9,NA,0.966666667
"Clarkia purpurea",97,"No Grass","D",2016,2016-06-08,0,0,5,1,0,5,14.6,14.6,NA,0.966666667
"Clarkia purpurea",15,"Grass","W",2016,2016-05-20,1,1,3,1,0,5,17.1428571428571,17.1428571428571,25,0.966666667
"Clarkia purpurea",99,"Grass","D",2016,2016-05-20,3,0,4,1,0,5,4.5,4.5,90,0.966666667
"Clarkia purpurea",19,"Grass","W",2016,2016-05-20,0,0,21,3.8,1.48323969741913,5,32.6923076923077,124.230769230769,30,0.966666667
"Clarkia purpurea",15,"No Grass","W",2016,2016-05-20,1,6,16,1.4,0.547722557505166,5,17.6842105263158,24.7578947368421,NA,0.966666667
"Clarkia purpurea",95,"Grass","D",2016,2016-05-20,2,3,9,1,0,5,6.54545454545455,6.54545454545455,30,0.966666667
"Clarkia purpurea",81,"Grass","D",2016,2016-05-20,5,0,13,1,0,5,7.71428571428571,7.71428571428571,80,0.966666667
"Clarkia purpurea",89,"Grass","D",2016,2016-05-20,2,0,9,1,0,5,13.3125,13.3125,10,0.966666667
"Clarkia purpurea",50,"Grass","C",2016,2016-05-20,1,0,11,1,0,5,4.30769230769231,4.30769230769231,70,0.966666667
"Clarkia purpurea",98,"Grass","C",2016,2016-05-20,0,0,3,1,0,3,3,3,75,0.966666667
"Clarkia purpurea",99,"No Grass","D",2016,2016-06-08,0,0,15,1,0,5,15.6153846153846,15.6153846153846,NA,0.966666667
"Hemizonia congesta",83,"No Grass","D",2016,2016-07-27,10,3,0,10.6,3.36154726279432,5,4,42.4,NA,0.71728972
"Hemizonia congesta",50,"Grass","C",2016,2016-07-27,6,1,0,3.4,2.30217288664427,5,3.4,11.56,70,0.71728972
"Hemizonia congesta",91,"No Grass","D",2016,2016-07-27,6,5,0,6.4,4.50555213042752,5,4.4,28.16,NA,0.71728972
